Unit ID,Unit Name,Unit name local script,Fuel type,Country/Area,Subnational unit,Production Type,Status,Status detail,Status year,Discovery year,FID Year,Production start year,Operator,Owner(s),Parent(s),Government unit ID,Wiki URL (project),Wiki URL (field),Name Other,Latitude,Longitude,Location accuracy,Onshore/Offshore,Field outline (WKT),Basin,Block(s)
L100000312649,Zaburunye Oil Field (Kazakhstan),Забурунье,oil,Kazakhstan,,conventional,operating,decline,2022,1982,,1989,EmbaMunaiGaz,Saraishyk Petroleum LLP [100%],Saraishyk Petroleum LLP [100.0%],,,https://www.gem.wiki/Zaburunye_Oil_Field_(Kazakhstan),,46.0608000,50.1038000,approximate,offshore,,,Zaburunye
L100000313129,Zafarani Oil and Gas Field (Tanzania),,oil and gas,Tanzania,,conventional,discovered,,2021,2012,,,Equinor,Exxon Mobil Corp [35%]; Equinor ASA [65%],Equinor ASA [65.0%]; Exxon Mobil Corp [35.0%],,,https://www.gem.wiki/Zafarani_Oil_and_Gas_Field_(Tanzania),,-9.2429000,40.4587000,exact,offshore,,,Block 2
L100000312491,"Zagorskoye Oil and Gas Field (Orenburg region, Russia)",Загорское,oil and gas,Russia,Orenburg region,conventional,operating,,2023,,,,Orenburgneft,Orenburgneft JSC [100%],Rosneft PJSC [100.0%],Rosnedra License ID: ОРБ15973НЭ,,"https://www.gem.wiki/Zagorskoye_Oil_and_Gas_Field_(Orenburg_region,_Russia)",,52.1326000,53.2500000,exact,onshore,,,Zagorsky
L100000301663,Zagorzyce Gas Field (Poland),,gas,Poland,,conventional,operating,,2024,,,,ORLEN,ORLEN SA [100%],ORLEN SA [100.0%],,,https://www.gem.wiki/Zagorzyce_Gas_Field_(Poland),,50.0437000,21.7406000,exact,onshore,"POLYGON ((696244.8 246048.479900001,697045.18 245740.959899999,696459.7 244555.3199,696112.49 244702.8499,696018.13 245077.0899,695660.26 245345.539899999,694959.62 245438.779899999,695013.21 245684.9099,695536.37 245676.979900001,695622.69 245905.4099,696244.8 246048.479900001))",,153/94
L100000317547,Zakhidno-Sosnivske Gas Field (Ukraine),,gas,Ukraine,,conventional,operating,,2019,,,1969,Naftogaz,,,,,https://www.gem.wiki/Zakhidno-Sosnivske_Gas_Field_(Ukraine),,49.3810000,35.6290000,exact,onshore,,,
L100000301681,Żakowo Oil and Gas Field (Poland),,oil and gas,Poland,,conventional,discovered,,2024,1965,,,,,,,,https://www.gem.wiki/Żakowo_Oil_and_Gas_Field_(Poland),,51.9134000,16.5951000,exact,onshore,"POLYGON ((331450.6121 455327.094900001,331748.2652 455443.1686,333619.7266 455375.136700001,334103.915 454665.5228,335086.5795 454347.228399999,335652.8842 453897.496400001,336689.9577 452165.2053,338134.451 451295.0667,337986.3055 450839.4597,336283.5807 449451.5186,335514.4226 449234.167300001,334985.9164 449356.5374,331580.4972 454038.7721,331317.0356 454671.498,331450.6121 455327.094900001))",,
L100000301667,Załęcze Gas Field (Poland),,gas,Poland,,conventional,operating,,2024,1971,,,ORLEN,ORLEN SA [100%],ORLEN SA [100.0%],,,https://www.gem.wiki/Załęcze_Gas_Field_(Poland),,51.4790000,16.7870000,exact,onshore,"POLYGON ((345264.6876 419558.239399999,346389.8008 419313.593900001,346922.4295 418844.906300001,347036.2445 418459.9814,346817.5725 417883.471100001,347369.0062 417287.822000001,347644.3636 416400.2797,347582.8935 415885.152899999,347229.1707 415219.765799999,346318.9815 414748.494899999,345745.2604 414814.9976,345270.3947 415139.9625,344873.535 416072.439099999,344387.8851 415105.8124,343883.183 415244.929,343022.6013 416358.580700001,342128.9479 417027.2031,341623.8864 418129.351600001,341761.36 418375.152000001,343035.9764 419293.808800001,344340.6288 419640.3421,345264.6876 419558.239399999))",,143/93
L100000301665,Zalesie Gas Field (Poland),,gas,Poland,,conventional,operating,,2024,1982,,,ORLEN,ORLEN SA [100%],ORLEN SA [100.0%],,,https://www.gem.wiki/Zalesie_Gas_Field_(Poland),,50.0078000,22.0129000,exact,onshore,"POLYGON ((717586.2442 241529.9166,717756.3854 241353.588400001,717100.5684 241206.1327,717151.0951 240805.0119,715837.3606 241506.7302,715287.902 241507.1643,714750.5512 241975.7152,714370.0596 242936.417300001,714397.9009 243408.688100001,714715.4979 243559.237299999,715240.3577 243421.062000001,717586.2442 241529.9166))",,72/93
L100000312556,Zalzala Oil Field (Oman),زلزلة,oil,Oman,,conventional,operating,,2022,2001,,2004,Petroleum Development Oman,Petroleum Development Oman LLC [100%],Energy Development Oman SAOC [60.0%]; Shell PLC [34.0%]; small shareholder(s) [6.0%],,,https://www.gem.wiki/Zalzala_Oil_Field_(Oman),,20.3293000,56.0697000,approximate,onshore,,,Block 6
L100000309175,"Zama Oil and Gas Field (Alberta, Canada)",,oil and gas,Canada,Alberta,conventional,operating,,2019,1966,,,Paramount Resources,,,Alberta Energy Regulator Field Codes: 997,,"https://www.gem.wiki/Zama_Oil_and_Gas_Field_(Alberta,_Canada)",,59.2070000,-118.6560000,exact,onshore,,,
L100000302673,Zama Oil and Gas Field (Mexico),Zama,oil and gas,Mexico,,conventional,discovered,advanced,2025,2017,,,Harbour Energy,Petróleos Mexicanos EPE [50%]; Talos Mexico [17%]; Harbour Energy PLC [32%],Petróleos Mexicanos EPE [50.4%]; Harbour Energy PLC [32.2%]; Zamaja [13.9%]; Talos Energy Inc [3.5%],Base Nacional de Campos Petroleros Asignacion: AE-0152-Uchukil,https://www.gem.wiki/Zama_Oil_and_Gas_Project_(Mexico),https://www.gem.wiki/Zama_Oil_and_Gas_Field_(Mexico),R1L1,18.8573000,-93.5354000,exact,offshore,"MULTIPOLYGON (((-93.5389156299999 18.899786555,-93.5357309359999 18.899462299,-93.5333286419999 18.8935696350001,-93.52671892 18.892930502,-93.5257137169999 18.889830025,-93.525 18.8344327690231,-93.5304175109999 18.831089733,-93.532256579 18.8248117090001,-93.5363630179999 18.820287802,-93.5393461949999 18.820244753,-93.5410135379999 18.8212680140001,-93.547650901 18.846046182,-93.5519079809999 18.8493080380001,-93.550599938 18.849433164,-93.55016595 18.8561760080001,-93.5451116909999 18.8655415840001,-93.5475309949999 18.865642148,-93.5386418449999 18.8775601820001,-93.5370586829999 18.8890858550001,-93.5389156299999 18.899786555)))",Sureste,R01-L01-A7; AE-0152-Uchukil
L100000313055,Zamzama Oil and Gas Field (Pakistan),,oil and gas,Pakistan,,conventional,operating,,2021,1998,,2001,Orient Petroleum,Prime International Oil & Gas Co [17%]; Alhaj [9%]; Orient Petroleum Pty Ltd [38%]; Government Holdings Pvt Ltd [25%]; Kuwait Foreign Petroleum Exploration Company Pakistan [9%],Hashoo Group [38.5%]; Government Holdings Pvt Ltd [25.0%]; Al-Haj Group of Companies [9.4%]; Former Eni Employees [8.9%]; Hub Power [8.9%]; Kuwait Petroleum Corp,,,https://www.gem.wiki/Zamzama_Oil_and_Gas_Field_(Pakistan),,,,,unknown,,,
L100000318399,Zandolie Gas Field (Trinidad and Tobago),,gas,Trinidad and Tobago,,conventional,operating,,2024,1962,,2022,De Novo Energy,De Novo Energy [80%]; National Gas Company of Trinidad and Tobago Ltd [20%],Proman [80.0%]; National Gas Company of Trinidad and Tobago Ltd [20.0%],,,https://www.gem.wiki/Zandolie_Gas_Field_(Trinidad_and_Tobago),,10.276,-61.9527,approximate,offshore,,,Block 1(a)
L100000321208,Zapadno-Chatylkinskoye Oil Field (Russia),Западно-Чатылькинское,oil,Russia,,conventional,operating,,2023,2016,,2017,Gaspromneft-NNG,Gaspromneft-NNG JSC [100%],Gazprom Neft PJSC,,https://www.gem.wiki/Gazprom_Neft_Remote_Group_of_Fields_cluster_Project_(),https://www.gem.wiki/Zapadno-Chatylkinskoye_Oil_Field_(Russia),,63.2972000,80.6744000,exact,onshore,,,Zapadno-Chatylkinsky
L100000312367,"Zapadno-Chigorinskoye Oil and Gas Field (Khanty-Mansi Autonomous Okrug, Russia)",Западно-Чигоринское,oil and gas,Russia,Khanty-Mansi Autonomous Okrug,conventional,,,,,,,Surgutneftegas,Surgutneftegas PJSC [100%],Surgutneftegas PJSC [100.0%],Rosnedra License ID: ХМН03533НЭ,,"https://www.gem.wiki/Zapadno-Chigorinskoye_Oil_and_Gas_Field_(Khanty-Mansi_Autonomous_Okrug,_Russia)",,62.1036000,71.0817000,exact,onshore,,,Ai-Pimsky
L100000321153,Zapadno-Chistinnoye Oil Field (Russia),Западно-Чистинное,oil,Russia,,conventional,operating,,2020,1987,,2020,NK Slavneft-Megionneftegaz,NK Slavneft-Megionneftegaz PJSC [100%],Rosneft PJSC [28.2%]; Gazprom [26.9%]; unknown [0.1%],,,https://www.gem.wiki/Zapadno-Chistinnoye_Oil_Field_(Russia),,59.8792000,75.8350000,exact,onshore,,,
L100000318553,"Zapadno-Dolgovskoye Gas and Condensate Field (Orenburg region, Russia)",Западно-Долговское,gas and condensate,Russia,Orenburg region,conventional,discovered,,2020,2020,,,Orenburgneft,Orenburgneft JSC [100%],Rosneft PJSC [100.0%],Rosnedra License ID: ОРБ03180НР,,"https://www.gem.wiki/Zapadno-Dolgovskoye_Gas_and_Condensate_Field_(Orenburg_region,_Russia)",,52.4756000,51.6800000,exact,onshore,,,Bezuluksky
L100000312432,"Zapadno-Erginskoye Oil Field (Khanty-Mansi Autonomous Okrug, Russia)",Западно-Эргинское,oil,Russia,Khanty-Mansi Autonomous Okrug,unconventional,operating,,2019,1997,,2019,JSC NK Kondaneft,JSC NK Kondaneft [100%],Rosneft PJSC [100.0%],Rosnedra License ID: ХМН15870НЭ,https://www.gem.wiki/Erginsky_cluster_Project_(),"https://www.gem.wiki/Zapadno-Erginskoye_Oil_Field_(Khanty-Mansi_Autonomous_Okrug,_Russia)",West Erginskoye,60.5722000,69.0303000,exact,onshore,,,Zapadno-Erginsky
L100000318604,"Zapadno-Irkinskoye Oil and Gas Field (Krasnoyarsk Krai, Russia)",Западно-Иркинское,oil and gas,Russia,Krasnoyarsk Krai,conventional,discovered,,2023,2020,,,Vostok Oil,Rosneft PJSC [100%],Rosneft PJSC [100.0%],,https://www.gem.wiki/Vostok_Oil_Oil_and_Gas_Project_(Russia),"https://www.gem.wiki/Zapadno-Irkinskoye_Oil_and_Gas_Field_(Krasnoyarsk_Krai,_Russia)",Irkinskoye West,70.5487000,82.6556000,exact,onshore,,West Siberian,
L100000321321,Zapadno-Khosedayuskoye Oil Field (Russia),Западно-Хоседаюское,oil,Russia,,conventional,operating,,2022,1988,,2012,SK RUSVIETPETRO,SK RUSVIETPETRO LLC [100%],PetroVietnam Power Corporation JSC [49.0%]; Zarubezhneft JSC,,,https://www.gem.wiki/Zapadno-Khosedayuskoye_Oil_Field_(Russia),Khosedayuskoye West,67.8353000,58.4239000,exact,onshore,,,
L100000320713,"Zapadno-Krasnoborskoye Oil and Gas Field (Kaliningrad region, Russia)",Западно-Красноборское,oil and gas,Russia,Kaliningrad region,,operating,,2007,1970,,1975,,Lukoil-KaliningradMorneft LLC [100%],LUKOIL PJSC [100.0%],Rosnedra License ID: КЛГ10799НЭ,,"https://www.gem.wiki/Zapadno-Krasnoborskoye_Oil_and_Gas_Field_(Kaliningrad_region,_Russia)",,54.6972000,21.1346000,exact,onshore,,,Zapadno-Krasnoborskoye
L100000318587,"Zapadno-Messoyakhskoye Oil and Gas Field (Yamalo-Nenets Autonomous Okrug, Russia)",Западно-Мессояхское,oil and gas,Russia,Yamalo-Nenets Autonomous Okrug,conventional,discovered,,2023,2023,,,JSC Messoyakhaneftegaz,JSC Messoyakhaneftegaz [100%],Rosneft PJSC [50.0%]; Gazprom [47.8%],Rosnedra License ID: СЛХ16439НР,https://www.gem.wiki/Messoyakhskoe_Project_(),"https://www.gem.wiki/Zapadno-Messoyakhskoye_Oil_and_Gas_Field_(Yamalo-Nenets_Autonomous_Okrug,_Russia)",West Messoyakhskoye,68.5215000,79.0340000,exact,onshore,,West Siberian,Zapadno-Messoyakhskoye oil and gas field
L100000312110,"Zapadno-Salymskoye Oil Field (Khanty-Mansi Autonomous Okrug, Russia)",Западно-Салымское,oil,Russia,Khanty-Mansi Autonomous Okrug,conventional,operating,,2023,1987,,2004,Salym Petroleum Development,Salym Petroleum Development LLC [100%],Gazprom [95.7%],Rosnedra License ID: ХМН10695НЭ,"https://www.gem.wiki/Salymsky_Oil_Project_(Khanty-Mansi_Autonomous_Okrug,_Russia)","https://www.gem.wiki/Zapadno-Salymskoye_Oil_Field_(Khanty-Mansi_Autonomous_Okrug,_Russia)","West Salym, Salymskoye Zapadnoye",60.4506000,70.8822000,exact,onshore,,West Siberian,Zapadno-Salymsky
L100000312369,"Zapadno-Surgutskoye Oil Field (Khanty-Mansi Autonomous Okrug, Russia)",Западно-Сургутское,oil,Russia,Khanty-Mansi Autonomous Okrug,conventional,operating,,2022,1962,,1965,Surgutneftegas,Surgutneftegas PJSC [100%],Surgutneftegas PJSC [100.0%],Rosnedra License ID: ХМН00431НЭ,,"https://www.gem.wiki/Zapadno-Surgutskoye_Oil_Field_(Khanty-Mansi_Autonomous_Okrug,_Russia)","West Surgutskoye, Surgutskoye Zapadnoye",61.7000000,73.4000000,approximate,onshore,,,Zapadno-Surgutsky
L100000312101,"Zapadno-Tarkosalinskoye (Gazprom) Gas and Condensate Asset (Yamalo-Nenets Autonomous Okrug, Russia)",Западно-Таркосалинское (Газпром),gas and condensate,Russia,Yamalo-Nenets Autonomous Okrug,conventional,operating,,2020,1972,,1996,Gazprom Dobycha Noyabrsk,Gazprom Dobycha Noyabrsk LLC [100%],Gazprom PJSC [100.0%],Rosnedra License ID: СЛХ02202НР,https://www.gem.wiki/Zapadno-Tarkosalinskoye_Project_(),"https://www.gem.wiki/Zapadno-Tarkosalinskoye_(Gazprom)_Gas_and_Condensate_Asset_(Yamalo-Nenets_Autonomous_Okrug,_Russia)",West Tarkosalinskoye,64.1927000,75.6696000,approximate,onshore,,,Zapadno-Tarkosalinsky
L100000318977,"Zapadno-Tarkosalinskoye (Gazprom Neft) Oil and Gas Asset (Yamalo-Nenets Autonomous Okrug, Russia)","Западно-Таркосалинское (Газпром нефть, нефтяные оторочки)",oil and gas,Russia,Yamalo-Nenets Autonomous Okrug,conventional,operating,,2024,1972,,2019,Gazpromneft-Zapolyarye,Gazprom Dobycha Noyabrsk LLC [100%],Gazprom PJSC [100.0%],Rosnedra License ID: СЛХ02202НР,https://www.gem.wiki/Zapadno-Tarkosalinskoye_Project_(),"https://www.gem.wiki/Zapadno-Tarkosalinskoye_(Gazprom_Neft)_Oil_and_Gas_Asset_(Yamalo-Nenets_Autonomous_Okrug,_Russia)",West Tarkosalinskoye,64.1927000,75.6696000,approximate,onshore,,,Zapadno-Tarkosalinsky
L100000319034,"Zapadno-Vonterskoye Oil Field (Khanty-Mansi Autonomous Okrug, Russia)",Западно-Вонтерское,oil,Russia,Khanty-Mansi Autonomous Okrug,,discovered,,2021,2021,,,Yugranefterazvedka Vostok,Yugranefterazvedka Vostok LLC [100%],Yugranefterazvedka Vostok LLC [100.0%],Rosnedra License ID: ХМН03397НП,,"https://www.gem.wiki/Zapadno-Vonterskoye_Oil_Field_(Khanty-Mansi_Autonomous_Okrug,_Russia)",West Vonterskoye,61.9080000,78.7184000,approximate,onshore,,,Zapadno-Vontersky 1
L100000319613,Zapato Oil Field (Cuba),Zapato,oil,Cuba,,conventional,discovered,,2023,2022,,,Melbana Energy,Sonangol [70%]; Melbana Energy [30%],Sociedade Nacional de Combustíveis de Angola E.P [70.0%]; Melbana Energy [30.0%],,,https://www.gem.wiki/Zapato_Oil_Field_(Cuba),,23.0335000,-80.8494000,approximate,onshore,,,9
L100000305208,Zapatos Oil Field (Venezuela),Zapatos,oil,Venezuela,,conventional,operating,,2021,1955,,,Petróleos de Venezuela,,,,,https://www.gem.wiki/Zapatos_Oil_Field_(Venezuela),,9.2776000,-64.1089000,exact,onshore,"MULTIPOLYGON (((-64.0898881838945 9.2928288432376,-64.0882151114285 9.28111733597555,-64.0932343288265 9.27609811857753,-64.0982535462245 9.2694058287135,-64.1015996911566 9.26605968378149,-64.1133111984186 9.26104046638346,-64.1216765607487 9.26438661131548,-64.1266957781467 9.2694058287135,-64.1283688506127 9.27777119104354,-64.1266957781467 9.28279040844156,-64.1166573433506 9.28948269830559,-64.1032727636226 9.28948269830559,-64.0898881838945 9.2928288432376)))",Maturin,
L100000312038,"Zapolyarnoye Oil and Gas Field (Yamalo-Nenets Autonomous Okrug, Russia)",Заполярное,oil and gas,Russia,Yamalo-Nenets Autonomous Okrug,conventional,operating,,2023,1965,,2001,Gazprom dobycha Yamburg,Gazprom dobycha Yamburg LLC [100%],Gazprom [100.0%],Rosnedra License ID: СЛХ02083НЭ,,"https://www.gem.wiki/Zapolyarnoye_Oil_and_Gas_Field_(Yamalo-Nenets_Autonomous_Okrug,_Russia)",,66.7430000,78.9050000,exact,onshore,,West Siberian,
L100000317417,Zarama Gas Field (Nigeria),,gas,Nigeria,,conventional,mothballed,,2024,,,,The Shell Petroleum Development Company of Nigeria,NNPC Ltd [55%]; The Shell Petroleum Development Company of Nigeria Ltd [30%]; TotalEnergies EP Nigeria Ltd [10%]; Nigerian Agip Oil Company Ltd [5%],NNPC Ltd [55.0%]; TotalEnergies SE [10.0%]; Oando PLC [5.0%]; Aradel Holdings PLC; First Exploration & Petroleum Development Co Ltd; ND Western Ltd; Petrolin Group; Waltersmith Petroman Oil Ltd,,,https://www.gem.wiki/Zarama_Gas_Field_(Nigeria),,5.1239000,6.3925000,exact,onshore,,,OML 28
L100000311265,Zara Oil Field (Nigeria),,oil,Nigeria,,conventional,mothballed,,2024,,,,,,,,,https://www.gem.wiki/Zara_Oil_Field_(Nigeria),,,,,unknown,,,
L100000312679,Zarzaitine Oil Field (Algeria),,oil,Algeria,,conventional,operating,,2021,1957,,1960,Sonatrach,Sonatrach SpA [100%],Sonatrach SpA [100.0%],,,https://www.gem.wiki/Zarzaitine_Oil_Field_(Algeria),,28.0050000,9.6710000,exact,onshore,,Illizi,
L100000301666,Zatwarnica Oil and Gas Field (Poland),,oil and gas,Poland,,conventional,operating,,2024,,,,ORLEN,ORLEN SA [100%],ORLEN SA [100.0%],,,https://www.gem.wiki/Zatwarnica_Oil_and_Gas_Field_(Poland),,49.2235000,22.5446000,exact,onshore,"MULTIPOLYGON (((758431.9481 155926.844599999,758651.861 155816.726199999,758545.4672 155602.3192,758327.4976 155708.065300001,758431.9481 155926.844599999)),((757841.7266 157329.6007,758583.3344 157091.6107,758185.2768 156131.205600001,757266.3281 156629.4493,757634.445 157388.714400001,757841.7266 157329.6007)))",,211/94
L100000318190,Zawtika Phase 2A Gas Phase (Myanmar),,gas,Myanmar,,conventional,in-development,,2023,2007,2023,,PTTEP International,Myanmar Oil and Gas Enterprise [20%]; PTTEP International Ltd [80%],PTT Exploration and Production PCL [80.0%]; Government of Myanmar; Myanmar Oil and Gas Enterprise,,https://www.gem.wiki/Zawtika_Gas_Project_(Myanmar),https://www.gem.wiki/Zawtika_Phase_2A_Gas_Phase_(Myanmar),Zawtika Phase 1D,14.4200000,95.0060000,exact,offshore,,,Blocks M9 and M11
L100000311638,Zeit Bay Oil and Gas Field (Egypt),,oil and gas,Egypt,,conventional,operating,,2019,1980,,,Suez Oil Company (SUCO),DEA,DEA,,,https://www.gem.wiki/Zeit_Bay_Oil_and_Gas_Field_(Egypt),,27.7182000,33.2409000,exact,onshore,,,
L100000317527,Zella Oil Field (Libya),,oil,Libya,,conventional,operating,,2022,1977,,2021,Zueitina Oil,OMV AG [50%]; National Oil Corp [50%],National Oil Corp [50.0%]; OMV AG [50.0%],,,https://www.gem.wiki/Zella_Oil_Field_(Libya),,,,,unknown,,,Block NC-74B
L100000312204,Zeloi Oil and Gas Field (Iran),,oil and gas,Iran,,conventional,operating,,2024,1976,,,Masjed Soleyman Oil and Gas Production,National Iranian Oil Co [100%],National Iranian Oil Co [100.0%],,,https://www.gem.wiki/Zeloi_Oil_and_Gas_Field_(Iran),,32.1379000,49.0424000,exact,onshore,,,
L100000312737,Zelten Oil Field (Libya),زلطن,oil,Libya,,conventional,operating,,2025,1959,,1961,Sirte Oil,Sirte Oil Co [100%],National Oil Corp [100.0%],,,https://www.gem.wiki/Zelten_Oil_Field_(Libya),"Nasser, Zliten",28.9140000,19.7700000,exact,onshore,,Sirte,
L100000309176,"Zeues Gas Field (Alberta, Canada)",,gas,Canada,Alberta,,operating,,2019,1988,,,,,,,,"https://www.gem.wiki/Zeues_Gas_Field_(Alberta,_Canada)",,59.3430000,-119.8120000,exact,onshore,,,
L100000318585,Zeus Gas Field (Cyprus),,gas,Cyprus,,conventional,discovered,,2024,2022,,,Eni,TotalEnergies SE [50%]; Eni SpA [50%],Eni SpA [50.0%]; TotalEnergies SE [50.0%],,https://www.gem.wiki/Zeus_Gas_Project_(Cyprus),https://www.gem.wiki/Zeus_Gas_Field_(Cyprus),,33.5316000,31.4492000,exact,offshore,,Levant,Block 6
L100000318264,Zeus Gas Field (Israel),,gas,Israel,,conventional,in-development,,2024,2022,2024,,Energean,Energean PLC [100%],Energean PLC [100.0%],,https://www.gem.wiki/Katlan_Gas_Project_(Israel),https://www.gem.wiki/Zeus_Gas_Field_(Israel),,33.1920000,34.1159000,approximate,offshore,,Levant,Block 12
L100000321076,Zevardi Gas Field (Uzbekistan),,gas,Uzbekistan,,conventional,operating,,2024,,,1978,Uzbekneftegaz,Uzbekneftegaz JSC [100%],Government of Uzbekistan; Uzbekneftegaz JSC,,https://www.gem.wiki/Zevardi-Alan_Oil_and_Gas_Project_(Uzbekistan),https://www.gem.wiki/Zevardi_Gas_Field_(Uzbekistan),"Зеварда, Zevardy",38.8214000,64.9982000,approximate,onshore,,,
L100000321393,"Zhahaquan Tight Oil Field (Qinghai, China)",扎哈泉致密油,oil,China,Qinghai,unconventional,operating,,2025,2014,,2015,PetroChina Qinghai Oilfield,PetroChina Qinghai Oilfield Co [100%],PetroChina Co Ltd [100.0%],,"https://www.gem.wiki/Qinghai_Oil_and_Gas_Project_(Qinghai,_China)","https://www.gem.wiki/Zhahaquan_Tight_Oil_Field_(Qinghai,_China)",,38.0426000,90.9176000,exact,onshore,,Qaidam,
L100000317192,Zhambyl Oil and Gas Field (Kazakhstan),Жамбыл,oil and gas,Kazakhstan,,conventional,discovered,early,2020,2013,,,Zhambyl Petroleum,Zhambyl Petroleum LLP [100%],Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna” [90.4%]; National Bank of the Republic of Kazakhstan [9.6%],,,https://www.gem.wiki/Zhambyl_Oil_and_Gas_Field_(Kazakhstan),Жамбылское,46.0000000,49.6800000,exact,offshore,,,
L100000312597,Zhanazhol Oil and Gas Field (Kazakhstan),Жанажол,oil and gas,Kazakhstan,,conventional,operating,decline,2024,1978,,1987,CNPC - Aktobemunaigas,China National Petroleum Corp [100%],China National Petroleum Corp [100.0%],,,https://www.gem.wiki/Zhanazhol_Oil_and_Gas_Field_(Kazakhstan),,48.3175000,57.4417000,exact,onshore,,Precaspian,
L100000321268,"Zhaozhou Oil Field (Heilongjiang, China)",肇州,oil,China,Heilongjiang,conventional,operating,,2024,,,,Daqing Oilfield,PetroChina Co Ltd [100%],PetroChina Co Ltd [100.0%],,"https://www.gem.wiki/Daqing_Oil_and_Gas_Project_(Heilongjiang,_China)","https://www.gem.wiki/Zhaozhou_Oil_Field_(Heilongjiang,_China)",,45.886189,125.042797,exact,onshore,,Songliao,
L100000312687,Zharkum Gas Field (Kazakhstan),Жаркум,gas,Kazakhstan,,conventional,operating,,2014,1973,,2014,,QazaqGas [100%],QazaqGas [100.0%],,https://www.gem.wiki/Amangeldinskaya_group_Oil_and_Gas_Project_(Kazakhstan),https://www.gem.wiki/Zharkum_Gas_Field_(Kazakhstan),,44.4418000,71.5618000,approximate,onshore,,,
L100000322542,"Zhenbei Oil Field (Gansu, China)",镇北,oil,China,Gansu,conventional,operating,,2025,1971,,2006,PetroChina Changqing Oilfield Branch,PetroChina Changqing Oilfield Branch Co [100%],PetroChina Co Ltd,,https://www.gem.wiki/Changqing_Project_(),"https://www.gem.wiki/Zhenbei_Oil_Field_(Gansu,_China)",,35.9732790,107.4256110,approximate,onshore,,Ordos,
L100000312598,Zhetybay Oil Field (Kazakhstan),Жетыбай,oil,Kazakhstan,,conventional,operating,,2024,1961,,,Mangistaumunaigas,Mangistaumunaigas JSC [100%],Mangistaumunaigas JSC [100.0%],,,https://www.gem.wiki/Zhetybay_Oil_Field_(Kazakhstan),,43.5415000,52.1770000,exact,onshore,,Mangyshlak–Central Caspian,
L100000314124,"Zhongjiang Gas Field (Sichuan, China)",中江,gas,China,Sichuan,conventional,operating,,2024,2013,,2021,Sinopec Southwest Petroleum Bureau,China Petroleum & Chemical Corp [100%],China Petroleum & Chemical Corp [100.0%],,,"https://www.gem.wiki/Zhongjiang_Gas_Field_(Sichuan,_China)",,31.0495000,104.6455000,exact,onshore,,Sichuan,
L100000301670,Zielin Oil and Gas Field (Poland),,oil and gas,Poland,,conventional,abandoned,,2024,,,1992,PKN ORLEN,,,,,https://www.gem.wiki/Zielin_Oil_and_Gas_Field_(Poland),,52.7830000,14.8520000,exact,onshore,"POLYGON ((202627.74 556365.43,203297.73 556018.52,203293.84 555693.109999999,202235.7 555428.43,202008.39 555718.619999999,202141.76 555927.609999999,201968.23 555992.380000001,201949.28 556191.810000001,202441.57 556456.949999999,202627.74 556365.43))",,
L100000311273,"Ziliujing Gas Field (Sichuan, China)",自流井,gas,China,Sichuan,conventional,operating,,2023,1949,,1960,PetroChina Southwest Oil and Gas Field Branch,PetroChina Southwest Oil & Gasfield Co [100%],PetroChina Co Ltd [100.0%],,,"https://www.gem.wiki/Ziliujing_Gas_Field_(Sichuan,_China)",,29.2379000,105.0530000,exact,onshore,,Sichuan,
L100000312805,Zinia 2 Oil Phase (Angola),,oil,Angola,,conventional,operating,,2021,2017,2018,2021,TotalEnergies E&P Angola,Exxon Mobil Corp [19%]; Sonangol Pesquisa e Produção SA [5%]; TotalEnergies SE [38%]; Azule Energy Holdings Ltd [15%]; Equinor ASA [22%],TotalEnergies SE [38.0%]; Equinor ASA [22.2%]; Exxon Mobil Corp [19.0%]; Sonangol EP [5.0%]; BP PLC; Eni SpA,,https://www.gem.wiki/Pazflor_Oil_Project_(Angola),https://www.gem.wiki/Zinia_2_Oil_Phase_(Angola),,-7.5630000,12.1271000,exact,offshore,,,Block 17
L100000319028,"Zinichev Gas and Condensate Field (Krasnoyarsk Krai, Russia)",им. Е. Н. Зиничева,gas and condensate,Russia,Krasnoyarsk Krai,,discovered,,2023,2021,,,Ermak Neftegaz,Ermak Neftegaz LLC [100%],Rosneft PJSC [51.0%]; BP PLC [49.0%],Rosnedra License ID: КРР02885НР,,"https://www.gem.wiki/Zinichev_Gas_and_Condensate_Field_(Krasnoyarsk_Krai,_Russia)",,70.7688000,87.0129000,approximate,onshore,,West Siberian,Verkhnekubinsky
L100000319167,"Zizhou Gas Field (Shaanxi, China)",子洲,gas,China,Shaanxi,conventional,operating,,2025,2005,,2007,PetroChina Changqing Oilfield Branch,PetroChina Changqing Oilfield Branch Co [100%],PetroChina Co Ltd,,,"https://www.gem.wiki/Zizhou_Gas_Field_(Shaanxi,_China)",,37.4505840,109.9496190,exact,onshore,,Ordos,
L100000311578,Zohr Gas Field (Egypt),ظهر,gas,Egypt,,conventional,operating,,2025,2015,2016,2017,Petrobel,Rosneft PJSC [30%]; Mubadala Petroleum [10%]; Eni SpA [50%]; BP PLC [10%],Eni SpA [50.0%]; Rosneft PJSC [30.0%]; BP PLC [10.0%]; Mubadala Petroleum [10.0%],,https://www.gem.wiki/Zohr_Project_(),https://www.gem.wiki/Zohr_Gas_Field_(Egypt),,32.3640000,32.8640000,exact,offshore,,,Shorouk
